Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Import Grand-Est;Import Auvergne-Rhône-Alpes;Import Nouvelle-Aquitaine;Import Bourgogne-Franche-Comté;Import Bretagne;Import Centre-Val de Loire;Import Ile-de-France;Import Occitanie;Import Hauts-de-France;Import Normandie;Import Pays-de-la-Loire;Import PACA;Import Espagne;Import Suisse;Import Royaume-Uni;Import Italie;Import Allemagne;Import Belgique;Import Luxembourg;Export Grand-Est;Export Auvergne-Rhône-Alpes;Export Nouvelle-Aquitaine;Export Bourgogne-Franche-Comté;Export Bretagne;Export Centre-Val de Loire;Export Ile-de-France;Export Occitanie;Export Hauts-de-France;Export Normandie;Export Pays-de-la-Loire;Export PACA;Export Espagne;Export Suisse;Export Royaume-Uni;Export Italie;Export Allemagne;Export Belgique;Export Luxembourg;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 64
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;02:00;2020-05-01T02:00:00+02:00;3458;137;;6;0;703;0;108;2504;-;159;-;;-;-;;2845;-;-;-;-;-;;-;0;;;;-;-102;-;;-;-;;-192;;-;-;-;-;;-;-206;;;;3.96;4.14;;;0.17;12.5;0.0;0.0;20.33;21.51;3.12;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;05:30;2020-05-01T05:30:00+02:00;2914;137;;1;0;613;0;112;2052;-;128;-;;-;-;;2436;-;-;-;-;-;;-;0;;;;-;-142;-;;-;-;;-143;;-;-;-;-;;-;-227;;;;4.7;4.14;;;0.03;2.08;0.0;0.0;21.04;18.75;3.84;38.23;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;06:30;2020-05-01T06:30:00+02:00;2850;137;;1;11;690;-51;108;1954;-;114;-;;-;-;;2411;-;-;-;-;-;;-;0;;;;-;-180;-;;-;-;;-161;;-;-;-;-;;-;-230;;;;4.81;4.14;;;0.04;2.08;0.39;0.82;24.21;21.11;3.79;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;08:00;2020-05-01T08:00:00+02:00;2920;138;;1;60;796;-50;108;1869;-;96;-;;-;-;;2401;-;-;-;-;-;;-;0;;;;-;-212;-;;-;-;;-189;;-;-;-;-;;-;-227;;;;4.73;4.17;;;0.03;2.08;2.05;4.47;27.26;24.35;3.7;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;08:30;2020-05-01T08:30:00+02:00;3007;137;;1;109;842;0;109;1810;-;75;-;;-;-;;2396;-;-;-;-;-;;-;0;;;;-;-273;-;;-;-;;-211;;-;-;-;-;;-;-178;;;;4.56;4.14;;;0.03;2.08;3.62;8.13;28.0;25.76;3.62;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;08:45;2020-05-01T08:45:00+02:00;3033;138;;1;112;843;0;110;1831;-;82;-;;-;-;;2362;-;-;-;-;-;;-;0;;;;-;-264;-;;-;-;;-212;;-;-;-;-;;-;-137;;;;4.55;4.17;;;0.03;2.08;3.69;8.35;27.79;25.79;3.63;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;09:15;2020-05-01T09:15:00+02:00;3137;137;;1;144;869;0;108;1878;-;57;-;;-;-;;2510;-;-;-;-;-;;-;0;;;;-;-293;-;;-;-;;-219;;-;-;-;-;;-;-177;;;;4.37;4.14;;;0.03;2.08;4.59;10.74;27.7;26.58;3.44;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;09:45;2020-05-01T09:45:00+02:00;3170;138;;1;241;913;0;108;1769;-;67;-;;-;-;;2396;-;-;-;-;-;;-;0;;;;-;-317;-;;-;-;;-221;;-;-;-;-;;-;-155;;;;4.35;4.17;;;0.03;2.08;7.6;17.97;28.8;27.93;3.41;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;13:45;2020-05-01T13:45:00+02:00;3632;137;;4;309;613;-51;107;2514;-;159;-;;-;-;;2822;-;-;-;-;-;;-;0;;;;-;-141;-;;-;-;;-142;;-;-;-;-;;-;-184;;;;3.77;4.14;;;0.11;8.33;8.51;23.04;16.88;18.75;2.95;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;14:30;2020-05-01T14:30:00+02:00;3679;137;;6;338;585;-51;107;2557;-;177;-;;-;-;;2738;-;-;-;-;-;;-;0;;;;-;-76;-;;-;-;;-115;;-;-;-;-;;-;-167;;;;3.72;4.14;;;0.16;12.5;9.19;25.21;15.9;17.9;2.91;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;14:45;2020-05-01T14:45:00+02:00;3629;137;;8;294;573;-51;108;2560;-;166;-;;-;-;;2777;-;-;-;-;-;;-;0;;;;-;-112;-;;-;-;;-106;;-;-;-;-;;-;-165;;;;3.78;4.14;;;0.22;16.67;8.1;21.92;15.79;17.53;2.98;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;15:00;2020-05-01T15:00:00+02:00;3522;139;;8;245;559;-51;107;2515;-;159;-;;-;-;;2792;-;-;-;-;-;;-;0;;;;-;-155;-;;-;-;;-100;;-;-;-;-;;-;-181;;;;3.95;4.2;;;0.23;16.67;6.96;18.27;15.87;17.1;3.04;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;15:30;2020-05-01T15:30:00+02:00;3480;138;;8;307;555;-50;108;2413;-;134;-;;-;-;;2828;-;-;-;-;-;;-;0;;;;-;-285;-;;-;-;;-89;;-;-;-;-;;-;-174;;;;3.97;4.17;;;0.23;16.67;8.82;22.89;15.95;16.98;3.1;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;17:30;2020-05-01T17:30:00+02:00;3276;138;;16;216;708;0;107;2092;-;146;-;;-;-;;2623;-;-;-;-;-;;-;0;;;;-;-368;-;;-;-;;-159;;-;-;-;-;;-;-150;;;;4.21;4.17;;;0.49;33.33;6.59;16.11;21.61;21.66;3.27;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;18:15;2020-05-01T18:15:00+02:00;3327;138;;20;167;818;0;108;2077;-;139;-;;-;-;;2631;-;-;-;-;-;;-;0;;;;-;-325;-;;-;-;;-203;;-;-;-;-;;-;-164;;;;4.15;4.17;;;0.6;41.67;5.02;12.45;24.59;25.02;3.25;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;22:15;2020-05-01T22:15:00+02:00;3414;138;;15;0;986;0;111;2165;-;120;-;;-;-;;2667;-;-;-;-;-;;-;0;;;;-;-238;-;;-;-;;-219;;-;-;-;-;;-;-165;;;;4.04;4.17;;;0.44;31.25;0.0;0.0;28.88;30.16;3.25;37.88;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;22:30;2020-05-01T22:30:00+02:00;3448;137;;16;0;974;0;107;2216;-;119;-;;-;-;;2661;-;-;-;-;-;;-;0;;;;-;-202;-;;-;-;;-216;;-;-;-;-;;-;-147;;;;3.97;4.14;;;0.46;33.33;0.0;0.0;28.25;29.8;3.1;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;23:00;2020-05-01T23:00:00+02:00;3740;137;;18;0;1002;0;110;2474;-;136;-;;-;-;;2830;-;-;-;-;-;;-;0;;;;-;-169;-;;-;-;;-209;;-;-;-;-;;-;-114;;;;3.66;4.14;;;0.48;37.5;0.0;0.0;26.79;30.65;2.94;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-01;23:15;2020-05-01T23:15:00+02:00;4110;137;;18;0;1012;0;106;2836;-;145;-;;-;-;;3205;-;-;-;-;-;;-;0;;;;-;-163;-;;-;-;;-202;;-;-;-;-;;-;-149;;;;3.33;4.14;;;0.44;37.5;0.0;0.0;24.62;30.96;2.58;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;00:15;2020-05-02T00:15:00+02:00;3666;137;;22;0;989;0;109;2410;-;125;-;;-;-;;2837;-;-;-;-;-;;-;0;;;;-;-147;-;;-;-;;-237;;-;-;-;-;;-;-168;;;;3.74;4.14;;;0.6;45.83;0.0;0.0;26.98;30.25;2.97;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;01:15;2020-05-02T01:15:00+02:00;3434;137;;27;0;1116;0;112;2041;-;94;-;;-;-;;2473;-;-;-;-;-;;-;0;;;;-;-145;-;;-;-;;-244;;-;-;-;-;;-;-136;;;;3.99;4.14;;;0.79;56.25;0.0;0.0;32.5;34.14;3.26;38.23;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;05:15;2020-05-02T05:15:00+02:00;2854;138;;18;0;843;0;108;1748;-;79;-;;-;-;;2216;-;-;-;-;-;;-;0;;;;-;-156;-;;-;-;;-265;;-;-;-;-;;-;-127;;;;4.84;4.17;;;0.63;37.5;0.0;0.0;29.54;25.79;3.78;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;05:30;2020-05-02T05:30:00+02:00;2837;138;;17;0;884;0;110;1688;-;77;-;;-;-;;2169;-;-;-;-;-;;-;0;;;;-;-159;-;;-;-;;-267;;-;-;-;-;;-;-131;;;;4.86;4.17;;;0.6;35.42;0.0;0.0;31.16;27.04;3.88;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;07:45;2020-05-02T07:45:00+02:00;2768;138;;14;84;1124;0;100;1308;-;38;-;;-;-;;1982;-;-;-;-;-;;-;0;;;;-;-266;-;;-;-;;-296;;-;-;-;-;;-;-150;;;;4.99;4.17;;;0.51;29.17;3.03;6.17;40.61;34.38;3.61;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;08:30;2020-05-02T08:30:00+02:00;2913;137;;15;215;1116;0;106;1325;-;43;-;;-;-;;2003;-;-;-;-;-;;-;0;;;;-;-268;-;;-;-;;-300;;-;-;-;-;;-;-153;;;;4.7;4.14;;;0.51;31.25;7.38;15.8;38.31;34.14;3.64;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;09:30;2020-05-02T09:30:00+02:00;3153;137;;13;409;1140;-51;105;1400;-;62;-;;-;-;;1994;-;-;-;-;-;;-;0;;;;-;-223;-;;-;-;;-286;;-;-;-;-;;-;-146;;;;4.35;4.14;;;0.41;27.08;12.97;30.05;36.16;34.87;3.33;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;10:00;2020-05-02T10:00:00+02:00;3276;136;;13;493;1151;0;106;1377;-;51;-;;-;-;;2009;-;-;-;-;-;;-;0;;;;-;-249;-;;-;-;;-274;;-;-;-;-;;-;-160;;;;4.15;4.11;;;0.4;27.08;15.05;36.22;35.13;35.21;3.24;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;10:45;2020-05-02T10:45:00+02:00;3238;137;;13;620;1139;0;105;1226;-;33;-;;-;-;;1930;-;-;-;-;-;;-;0;;;;-;-274;-;;-;-;;-307;;-;-;-;-;;-;-157;;;;4.23;4.14;;;0.4;27.08;19.15;45.55;35.18;34.84;3.24;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;12:30;2020-05-02T12:30:00+02:00;3592;137;;15;889;1063;0;101;1387;-;54;-;;-;-;;2065;-;-;-;-;-;;-;0;;;;-;-266;-;;-;-;;-324;;-;-;-;-;;-;-142;;;;3.81;4.14;;;0.42;31.25;24.75;65.32;29.59;32.52;2.81;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;13:45;2020-05-02T13:45:00+02:00;3510;138;;16;846;955;0;100;1455;-;36;-;;-;-;;2084;-;-;-;-;-;;-;0;;;;-;-206;-;;-;-;;-302;;-;-;-;-;;-;-157;;;;3.93;4.17;;;0.46;33.33;24.1;62.16;27.21;29.21;2.85;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;15:00;2020-05-02T15:00:00+02:00;3323;137;;16;784;838;-51;103;1496;-;27;-;;-;-;;2163;-;-;-;-;-;;-;0;;;;-;-249;-;;-;-;;-267;;-;-;-;-;;-;-178;;;;4.12;4.14;;;0.48;33.33;23.59;57.6;25.22;25.63;3.1;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;16:45;2020-05-02T16:45:00+02:00;3148;137;;15;609;878;0;103;1407;-;28;-;;-;-;;2115;-;-;-;-;-;;-;0;;;;-;-325;-;;-;-;;-251;;-;-;-;-;;-;-161;;;;4.35;4.14;;;0.48;31.25;19.35;44.75;27.89;26.86;3.27;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;17:15;2020-05-02T17:15:00+02:00;3036;137;;15;489;981;0;104;1310;-;19;-;;-;-;;2070;-;-;-;-;-;;-;0;;;;-;-364;-;;-;-;;-242;;-;-;-;-;;-;-172;;;;4.51;4.14;;;0.49;31.25;16.11;35.93;32.31;30.01;3.43;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;18:15;2020-05-02T18:15:00+02:00;3196;138;;22;357;1141;0;103;1436;-;32;-;;-;-;;2182;-;-;-;-;-;;-;0;;;;-;-363;-;;-;-;;-239;;-;-;-;-;;-;-176;;;;4.32;4.17;;;0.69;45.83;11.17;26.23;35.7;34.9;3.22;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;19:00;2020-05-02T19:00:00+02:00;3393;149;;26;171;1149;0;104;1794;-;72;-;;-;-;;2395;-;-;-;-;-;;-;0;;;;-;-299;-;;-;-;;-251;;-;-;-;-;;-;-123;;;;4.39;4.5;;;0.77;54.17;5.04;12.56;33.86;35.15;3.07;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-02;20:00;2020-05-02T20:00:00+02:00;3554;148;;25;40;1179;0;103;2059;-;95;-;;-;-;;2550;-;-;-;-;-;;-;0;;;;-;-196;-;;-;-;;-271;;-;-;-;-;;-;-120;;;;4.16;4.47;;;0.7;52.08;1.13;2.94;33.17;36.07;2.9;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;00:30;2020-05-03T00:30:00+02:00;3502;137;;19;0;1060;0;102;2183;-;271;-;;-;-;;2394;-;-;-;-;-;;-;0;;;;-;-88;-;;-;-;;-254;;-;-;-;-;;-;-139;;;;3.91;4.14;;;0.54;39.58;0.0;0.0;30.27;32.43;2.91;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;04:00;2020-05-03T04:00:00+02:00;2900;137;;14;0;993;-51;103;1704;-;37;-;;-;-;;2224;-;-;-;-;-;;-;0;;;;-;-166;-;;-;-;;-228;;-;-;-;-;;-;-164;;;;4.72;4.14;;;0.48;29.17;0.0;0.0;34.24;30.38;3.55;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;04:30;2020-05-03T04:30:00+02:00;2803;137;;13;0;1013;-52;104;1588;-;33;-;;-;-;;2114;-;-;-;-;-;;-;0;;;;-;-159;-;;-;-;;-232;;-;-;-;-;;-;-168;;;;4.89;4.14;;;0.46;27.08;0.0;0.0;36.14;30.99;3.71;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;08:00;2020-05-03T08:00:00+02:00;2629;138;;7;139;883;-51;106;1407;-;23;-;;-;-;;2015;-;-;-;-;-;;-;0;;;;-;-238;-;;-;-;;-249;;-;-;-;-;;-;-145;;;;5.25;4.17;;;0.27;14.58;5.29;10.21;33.59;27.01;4.03;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;09:00;2020-05-03T09:00:00+02:00;2862;137;;8;398;860;-51;104;1407;-;28;-;;-;-;;2036;-;-;-;-;-;;-;0;;;;-;-246;-;;-;-;;-248;;-;-;-;-;;-;-163;;;;4.79;4.14;;;0.28;16.67;13.91;29.24;30.05;26.31;3.63;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;10:30;2020-05-03T10:30:00+02:00;3124;137;;8;768;954;-51;103;1206;-;21;-;;-;-;;1928;-;-;-;-;-;;-;0;;;;-;-336;-;;-;-;;-255;;-;-;-;-;;-;-152;;;;4.39;4.14;;;0.26;16.67;24.58;56.43;30.54;29.18;3.3;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;11:45;2020-05-03T11:45:00+02:00;3393;137;;8;926;1045;-51;103;1224;-;23;-;;-;-;;1946;-;-;-;-;-;;-;0;;;;-;-357;-;;-;-;;-256;;-;-;-;-;;-;-132;;;;4.04;4.14;;;0.24;16.67;27.29;68.04;30.8;31.97;3.04;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;15:45;2020-05-03T15:45:00+02:00;3141;137;;12;915;929;-51;104;1096;-;23;-;;-;-;;1887;-;-;-;-;-;;-;0;;;;-;-362;-;;-;-;;-270;;-;-;-;-;;-;-181;;;;4.36;4.14;;;0.38;25.0;29.13;67.23;29.58;28.42;3.31;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;16:15;2020-05-03T16:15:00+02:00;3111;138;;11;873;1032;-50;102;1006;-;21;-;;-;-;;1802;-;-;-;-;-;;-;0;;;;-;-404;-;;-;-;;-253;;-;-;-;-;;-;-160;;;;4.44;4.17;;;0.35;22.92;28.06;64.14;33.17;31.57;3.28;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;17:15;2020-05-03T17:15:00+02:00;3012;137;;10;677;953;-51;103;1183;-;18;-;;-;-;;1973;-;-;-;-;-;;-;0;;;;-;-425;-;;-;-;;-217;;-;-;-;-;;-;-166;;;;4.55;4.14;;;0.33;20.83;22.48;49.74;31.64;29.15;3.42;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;17:45;2020-05-03T17:45:00+02:00;3007;137;;10;567;953;-50;108;1282;-;21;-;;-;-;;2029;-;-;-;-;-;;-;0;;;;-;-384;-;;-;-;;-215;;-;-;-;-;;-;-169;;;;4.56;4.14;;;0.33;20.83;18.86;41.66;31.69;29.15;3.59;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;18:00;2020-05-03T18:00:00+02:00;3073;137;;10;501;946;-50;105;1424;-;23;-;;-;-;;2111;-;-;-;-;-;;-;0;;;;-;-320;-;;-;-;;-227;;-;-;-;-;;-;-162;;;;4.46;4.14;;;0.33;20.83;16.3;36.81;30.78;28.94;3.42;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;18:45;2020-05-03T18:45:00+02:00;3175;138;;11;301;1008;0;103;1614;-;30;-;;-;-;;2201;-;-;-;-;-;;-;0;;;;-;-258;-;;-;-;;-244;;-;-;-;-;;-;-115;;;;4.35;4.17;;;0.35;22.92;9.48;22.12;31.75;30.84;3.24;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;19:15;2020-05-03T19:15:00+02:00;3295;149;;9;170;1034;0;103;1830;-;52;-;;-;-;;2431;-;-;-;-;-;;-;0;;;;-;-239;-;;-;-;;-240;;-;-;-;-;;-;-174;;;;4.52;4.5;;;0.27;18.75;5.16;12.49;31.38;31.63;3.13;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;20:45;2020-05-03T20:45:00+02:00;3397;149;;8;17;1032;0;103;2088;-;70;-;;-;-;;2576;-;-;-;-;-;;-;0;;;;-;-133;-;;-;-;;-254;;-;-;-;-;;-;-170;;;;4.39;4.5;;;0.24;16.67;0.5;1.25;30.38;31.57;3.03;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;22:15;2020-05-03T22:15:00+02:00;3229;149;;10;0;1092;0;109;1869;-;48;-;;-;-;;2400;-;-;-;-;-;;-;0;;;;-;-198;-;;-;-;;-231;;-;-;-;-;;-;-150;;;;4.61;4.5;;;0.31;20.83;0.0;0.0;33.82;33.4;3.38;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-03;23:00;2020-05-03T23:00:00+02:00;3565;151;;11;0;1228;0;110;2065;-;79;-;;-;-;;2610;-;-;-;-;-;;-;0;;;;-;-211;-;;-;-;;-247;;-;-;-;-;;-;-165;;;;4.24;4.56;;;0.31;22.92;0.0;0.0;34.45;37.57;3.09;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;00:15;2020-05-04T00:15:00+02:00;3515;137;;11;0;1102;0;103;2162;-;98;-;;-;-;;2643;-;-;-;-;-;;-;0;;;;-;-149;-;;-;-;;-262;;-;-;-;-;;-;-168;;;;3.9;4.14;;;0.31;22.92;0.0;0.0;31.35;33.71;2.93;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;01:15;2020-05-04T01:15:00+02:00;3295;137;;10;0;1080;0;104;1965;-;88;-;;-;-;;2419;-;-;-;-;-;;-;0;;;;-;-129;-;;-;-;;-268;;-;-;-;-;;-;-145;;;;4.16;4.14;;;0.3;20.83;0.0;0.0;32.78;33.04;3.16;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;02:00;2020-05-04T02:00:00+02:00;3220;138;;8;0;1086;0;103;1885;-;72;-;;-;-;;2413;-;-;-;-;-;;-;0;;;;-;-170;-;;-;-;;-262;;-;-;-;-;;-;-168;;;;4.29;4.17;;;0.25;16.67;0.0;0.0;33.73;33.22;3.2;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;02:15;2020-05-04T02:15:00+02:00;3336;138;;8;0;1051;0;103;2036;-;88;-;;-;-;;2531;-;-;-;-;-;;-;0;;;;-;-180;-;;-;-;;-261;;-;-;-;-;;-;-142;;;;4.14;4.17;;;0.24;16.67;0.0;0.0;31.5;32.15;3.09;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;02:30;2020-05-04T02:30:00+02:00;3220;137;;8;0;1039;0;101;1934;-;80;-;;-;-;;2469;-;-;-;-;-;;-;0;;;;-;-196;-;;-;-;;-255;;-;-;-;-;;-;-163;;;;4.25;4.14;;;0.25;16.67;0.0;0.0;32.27;31.78;3.14;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;03:00;2020-05-04T03:00:00+02:00;3047;138;;8;0;960;-51;100;1892;-;63;-;;-;-;;2468;-;-;-;-;-;;-;0;;;;-;-214;-;;-;-;;-247;;-;-;-;-;;-;-178;;;;4.53;4.17;;;0.26;16.67;0.0;0.0;31.51;29.37;3.28;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;03:15;2020-05-04T03:15:00+02:00;2995;137;;8;0;952;-51;105;1845;-;66;-;;-;-;;2408;-;-;-;-;-;;-;0;;;;-;-216;-;;-;-;;-258;;-;-;-;-;;-;-156;;;;4.57;4.14;;;0.27;16.67;0.0;0.0;31.79;29.12;3.51;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;05:30;2020-05-04T05:30:00+02:00;2846;136;;7;0;795;-50;82;1877;-;87;-;;-;-;;2418;-;-;-;-;-;;-;0;;;;-;-266;-;;-;-;;-228;;-;-;-;-;;-;-133;;;;4.78;4.11;;;0.25;14.58;0.0;0.0;27.93;24.32;2.88;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;06:00;2020-05-04T06:00:00+02:00;2853;136;;4;0;810;-51;85;1869;-;85;-;;-;-;;2419;-;-;-;-;-;;-;0;;;;-;-270;-;;-;-;;-237;;-;-;-;-;;-;-129;;;;4.77;4.11;;;0.14;8.33;0.0;0.0;28.39;24.78;2.98;29.01;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;07:15;2020-05-04T07:15:00+02:00;2898;149;;4;41;848;0;86;1770;-;102;-;;-;-;;2343;-;-;-;-;-;;-;0;;;;-;-220;-;;-;-;;-264;;-;-;-;-;;-;-189;;;;5.14;4.5;;;0.14;8.33;1.41;3.01;29.26;25.94;2.97;29.35;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;08:45;2020-05-04T08:45:00+02:00;3238;149;;5;365;1140;0;86;1493;-;82;-;;-;-;;2125;-;-;-;-;-;;-;0;;;;-;-272;-;;-;-;;-279;;-;-;-;-;;-;-164;;;;4.6;4.5;;;0.15;10.42;11.27;26.82;35.21;34.87;2.66;29.35;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;09:30;2020-05-04T09:30:00+02:00;3346;148;;5;570;1132;0;86;1405;-;72;-;;-;-;;2119;-;-;-;-;-;;-;0;;;;-;-346;-;;-;-;;-272;;-;-;-;-;;-;-168;;;;4.42;4.47;;;0.15;10.42;17.04;41.88;33.83;34.63;2.57;29.35;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;10:30;2020-05-04T10:30:00+02:00;3414;149;;6;793;1134;0;86;1246;-;27;-;;-;-;;2042;-;-;-;-;-;;-;0;;;;-;-409;-;;-;-;;-239;;-;-;-;-;;-;-176;;;;4.36;4.5;;;0.18;12.5;23.23;58.27;33.22;34.69;2.52;29.35;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;11:30;2020-05-04T11:30:00+02:00;3556;149;;8;940;1141;0;86;1232;-;88;-;;-;-;;2103;-;-;-;-;-;;-;0;;;;-;-495;-;;-;-;;-310;;-;-;-;-;;-;-154;;;;4.19;4.5;;;0.22;16.67;26.43;69.07;32.09;34.9;2.42;29.35;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;15:30;2020-05-04T15:30:00+02:00;3558;138;;15;985;1010;-50;85;1375;-;92;-;;-;-;;2345;-;-;-;-;-;;-;0;;;;-;-608;-;;-;-;;-254;;-;-;-;-;;-;-201;;;;3.88;4.17;;;0.42;31.25;27.68;72.37;28.39;30.9;2.39;29.01;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;17:15;2020-05-04T17:15:00+02:00;3262;137;;15;710;959;-51;86;1406;-;79;-;;-;-;;2307;-;-;-;-;-;;-;0;;;;-;-579;-;;-;-;;-259;;-;-;-;-;;-;-141;;;;4.2;4.14;;;0.46;31.25;21.77;52.17;29.4;29.34;2.64;29.35;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;18:00;2020-05-04T18:00:00+02:00;3287;137;;14;523;899;-51;101;1664;-;94;-;;-;-;;2438;-;-;-;-;-;;-;0;;;;-;-510;-;;-;-;;-255;;-;-;-;-;;-;-103;;;;4.17;4.14;;;0.43;29.17;15.91;38.43;27.35;27.5;3.07;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;19:15;2020-05-04T19:15:00+02:00;3528;150;;14;172;942;0;105;2146;-;89;-;;-;-;;2803;-;-;-;-;-;;-;0;;;;-;-374;-;;-;-;;-242;;-;-;-;-;;-;-130;;;;4.25;4.53;;;0.4;29.17;4.88;12.64;26.7;28.82;2.98;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-04;21:45;2020-05-04T21:45:00+02:00;3408;149;;8;9;1176;0;86;1980;-;91;-;;-;-;;2548;-;-;-;-;-;;-;0;;;;-;-270;-;;-;-;;-248;;-;-;-;-;;-;-141;;;;4.37;4.5;;;0.23;16.67;0.26;0.66;34.51;35.97;2.52;29.35;
